Ammonizioni,Ammonizioni avversario,Assist Totali,Assist Totali avversario,Attacchi a destra,Attacchi a destra avversario,Attacchi a sinistra,Attacchi a sinistra avversario,Attacchi centrali,Attacchi centrali avversario,Avversaria,Campo,Contropiede,Contropiede avversario,Corner,Corner avversario,Cross,Cross avversario,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Falli subiti,Falli subiti avversario,Fuorigioco,Fuorigioco avversario,Giornata,Gol segnati,Gol subiti,Lanci lunghi,Lanci lunghi avversario,Occasioni da gol,Occasioni da gol avversario,Pali,Pali avversario,Palle perse,Palle perse avversario,Palle recuperate,Palle recuperate avversario,Parate,Parate avversario,Possesso palla,Possesso palla avversario,Rigori,Rigori avversario,Squadra,Stagione,Tiri Totali,Tiri Totali avversario,Tiri fuori,Tiri fuori avversario,Tiri fuori da punizione,Tiri fuori da punizione avversario,Tiri fuori su azione da palla inattiva,Tiri fuori su azione da palla inattiva avversario,Tiri in porta,Tiri in porta avversario,Tiri in porta da area,Tiri in porta da area avversario,Tiri in porta da punizione,Tiri in porta da punizione avversario,Tiri in porta su azione da palla inattiva,Tiri in porta su azione da palla inattiva avversario
2,3,2,1,8,3,10,5,6,10,PALERMO,home,0,0,9,5,3,8,0,0,0,0,18,13,0,0,33,4,0,5,15,15,4,1,0,41,34,20,14,3,2,63%,37%,0,0,JUVENTUS,2015-16,14,8,8,4,1,0,4,0,6,4,5,1,0,0,1,0
3,2,1,2,3,8,5,10,10,6,JUVENTUS,away,0,0,5,9,8,3,0,0,0,0,13,18,0,0,33,0,4,15,5,4,15,0,1,34,41,14,20,2,3,37%,63%,0,0,PALERMO,2015-16,8,14,4,8,0,1,0,4,4,6,1,5,0,0,0,1
2,4,2,0,3,3,10,2,14,6,CHIEVOVERONA,home,0,0,4,2,12,3,0,0,1,1,13,14,1,2,33,0,0,28,26,11,3,0,0,35,29,22,16,2,3,49%,51%,0,0,UDINESE,2015-16,10,3,7,1,0,1,4,0,3,2,3,1,0,0,2,2
4,2,0,2,3,3,2,10,6,14,UDINESE,away,0,0,2,4,3,12,0,0,1,1,14,13,2,1,33,0,0,26,28,3,11,0,0,29,35,16,22,3,2,51%,49%,0,0,CHIEVOVERONA,2015-16,3,10,1,7,1,0,0,4,2,3,1,3,0,0,2,2
3,2,7,1,7,4,6,1,6,7,EMPOLI,home,0,0,5,2,7,0,0,0,0,0,8,10,1,1,33,2,0,26,13,11,2,0,0,30,33,32,33,1,5,49%,51%,1,0,LAZIO,2015-16,13,3,6,2,0,0,0,0,7,1,5,0,1,0,1,0
2,3,1,7,4,7,1,6,7,6,LAZIO,away,0,0,2,5,0,7,0,0,0,0,10,8,1,1,33,0,2,13,26,2,11,0,0,33,30,33,32,5,1,51%,49%,0,1,EMPOLI,2015-16,3,13,2,6,0,0,0,0,1,7,0,5,0,1,0,1
3,2,2,3,16,5,4,8,9,16,MILAN,home,0,1,5,7,11,4,0,0,0,0,14,16,2,1,33,0,1,26,19,8,8,0,0,26,30,20,20,2,3,42%,58%,0,0,SAMPDORIA,2015-16,6,8,3,5,1,2,0,0,3,3,2,3,0,0,0,0
2,3,3,2,5,16,8,4,16,9,SAMPDORIA,away,1,0,7,5,4,11,0,0,0,0,16,14,1,2,33,1,0,19,26,8,8,0,0,30,26,20,20,3,2,58%,42%,0,0,MILAN,2015-16,8,6,5,3,2,1,0,0,3,3,3,2,0,0,0,0
1,2,4,1,6,2,9,2,12,3,BOLOGNA,home,4,0,8,2,8,2,0,0,0,0,13,8,4,0,34,6,0,10,28,12,1,0,0,35,41,28,26,0,7,57%,43%,1,0,NAPOLI,2015-16,18,2,5,2,0,0,0,0,13,0,9,0,1,0,1,0
2,1,1,4,2,6,2,9,3,12,NAPOLI,away,0,4,2,8,2,8,0,0,0,0,8,13,0,4,34,0,6,28,10,1,12,0,0,41,35,26,28,7,0,43%,57%,0,1,BOLOGNA,2015-16,2,18,2,5,0,0,0,0,0,13,0,9,0,1,0,1
4,3,1,0,20,3,18,3,27,8,SAMPDORIA,home,0,1,13,2,17,2,0,1,0,0,12,10,0,2,34,0,0,15,45,22,5,1,0,38,27,36,21,2,10,64%,36%,1,0,SASSUOLO,2015-16,22,4,12,2,0,1,12,1,10,2,8,1,1,0,8,2
3,4,0,1,3,20,3,18,8,27,SASSUOLO,away,1,0,2,13,2,17,1,0,0,0,10,12,2,0,34,0,0,45,15,5,22,0,1,27,38,21,36,10,2,36%,64%,0,1,SAMPDORIA,2015-16,4,22,2,12,1,0,1,12,2,10,1,8,0,1,2,8
2,3,2,1,12,4,11,3,1,2,FROSINONE,home,0,0,6,1,8,2,0,1,0,1,12,10,1,2,34,5,1,4,11,6,1,0,0,15,15,16,21,2,3,58%,42%,1,0,CHIEVOVERONA,2015-16,12,5,4,2,0,0,0,0,8,3,4,2,1,0,0,0
3,2,1,2,4,12,3,11,2,1,CHIEVOVERONA,away,0,0,1,6,2,8,1,0,1,0,10,12,2,1,34,1,5,11,4,1,6,0,0,15,15,21,16,3,2,42%,58%,0,1,FROSINONE,2015-16,5,12,2,4,0,0,0,0,3,8,2,4,0,1,0,0
1,3,5,1,3,8,4,3,15,22,HELLAS VERONA,home,0,0,5,5,2,14,0,1,0,0,15,16,3,3,34,1,0,5,10,8,14,0,1,28,22,6,13,5,6,55%,45%,0,0,EMPOLI,2015-16,10,16,3,10,1,1,0,0,7,6,6,3,0,1,0,0
3,1,1,5,8,3,3,4,22,15,EMPOLI,away,0,0,5,5,14,2,1,0,0,0,16,15,3,3,34,0,1,10,5,14,8,1,0,22,28,13,6,6,5,45%,55%,0,0,HELLAS VERONA,2015-16,16,10,10,3,1,1,0,0,6,7,3,6,1,0,0,0
2,2,3,1,12,13,10,12,14,14,INTER,home,0,0,6,5,5,9,0,0,0,0,7,14,2,2,34,1,0,20,13,9,9,0,1,27,40,31,16,4,5,38%,62%,0,0,GENOA,2015-16,12,12,6,7,0,0,1,1,6,5,3,5,1,0,1,1
2,2,1,3,13,12,12,10,14,14,GENOA,away,0,0,5,6,9,5,0,0,0,0,14,7,2,2,34,0,1,13,20,9,9,1,0,40,27,16,31,5,4,62%,38%,0,0,INTER,2015-16,12,12,7,6,0,0,1,1,5,6,5,3,0,1,1,1
1,2,3,0,4,3,7,5,7,2,LAZIO,home,2,1,10,1,7,5,0,1,0,0,12,7,1,0,34,3,0,8,17,12,1,0,0,27,30,21,17,1,9,57%,43%,1,0,JUVENTUS,2015-16,17,5,5,4,1,0,0,1,12,1,9,0,2,0,0,0
2,1,0,3,3,4,5,7,2,7,JUVENTUS,away,1,2,1,10,5,7,1,0,0,0,7,12,0,1,34,0,3,17,8,1,12,0,0,30,27,17,21,9,1,43%,57%,0,1,LAZIO,2015-16,5,17,4,5,0,1,1,0,1,12,0,9,0,2,0,0
3,3,4,3,4,3,7,3,10,8,ATALANTA,home,0,1,9,2,8,3,0,0,1,0,22,21,2,3,34,2,2,12,18,7,8,0,0,38,30,16,34,2,3,52%,48%,1,1,PALERMO,2015-16,9,9,4,5,0,0,1,1,5,4,3,4,3,1,0,1
3,3,3,4,3,4,3,7,8,10,PALERMO,away,1,0,2,9,3,8,0,0,0,1,21,22,3,2,34,2,2,18,12,8,7,0,0,30,38,34,16,3,2,48%,52%,1,1,ATALANTA,2015-16,9,9,5,4,0,0,1,1,4,5,4,3,1,3,1,0
1,3,2,1,8,4,5,2,14,13,TORINO,home,0,0,10,4,8,5,0,0,0,0,15,12,0,1,34,3,2,4,16,11,9,0,1,42,38,19,15,3,4,52%,48%,1,1,ROMA,2015-16,17,9,10,3,1,0,0,0,7,6,4,3,2,1,2,0
3,1,1,2,4,8,2,5,13,14,ROMA,away,0,0,4,10,5,8,0,0,0,0,12,15,1,0,34,2,3,16,4,9,11,1,0,38,42,15,19,4,3,48%,52%,1,1,TORINO,2015-16,9,17,3,10,0,1,0,0,6,7,3,4,1,2,0,2
2,4,1,2,5,5,6,7,10,14,FIORENTINA,home,1,0,5,4,6,4,0,0,0,0,15,15,1,1,34,2,1,39,20,7,7,2,0,30,41,28,37,2,1,38%,62%,0,0,UDINESE,2015-16,7,6,2,3,1,1,1,2,5,3,3,2,0,0,1,2
4,2,2,1,5,5,7,6,14,10,UDINESE,away,0,1,4,5,4,6,0,0,0,0,15,15,1,1,34,1,2,20,39,7,7,0,2,41,30,37,28,1,2,62%,38%,0,0,FIORENTINA,2015-16,6,7,3,2,1,1,2,1,3,5,2,3,0,0,2,1
2,3,1,2,14,10,14,5,21,13,CARPI,home,0,3,4,3,13,3,0,0,0,0,14,13,2,1,34,0,0,10,27,7,2,0,0,38,32,22,22,2,3,82%,18%,0,0,MILAN,2015-16,9,4,6,2,0,0,1,0,3,2,2,1,0,0,0,0
3,2,2,1,10,14,5,14,13,21,MILAN,away,3,0,3,4,3,13,0,0,0,0,13,14,1,2,34,0,0,27,10,2,7,0,0,32,38,22,22,3,2,18%,82%,0,0,CARPI,2015-16,4,9,2,6,0,0,0,1,2,3,1,2,0,0,0,0
3,2,7,3,10,4,7,4,18,7,UDINESE,home,0,0,15,6,15,5,0,0,0,0,12,6,2,1,35,3,1,9,14,16,7,0,1,45,37,23,25,4,7,62%,38%,0,0,INTER,2015-16,17,9,7,3,0,0,0,1,10,6,7,5,0,0,0,0
2,3,3,7,4,10,4,7,7,18,INTER,away,0,0,6,15,5,15,0,0,0,0,6,12,1,2,35,1,3,14,9,7,16,1,0,37,45,25,23,7,4,38%,62%,0,0,UDINESE,2015-16,9,17,3,7,0,0,1,0,6,10,5,7,0,0,0,0
3,3,1,2,10,10,16,5,1,4,PALERMO,home,0,0,9,4,10,4,0,0,0,0,20,18,4,3,35,0,2,13,16,2,2,0,0,22,24,22,13,0,5,50%,50%,0,0,FROSINONE,2015-16,12,5,7,3,0,0,0,0,5,2,2,2,0,0,0,0
3,3,2,1,10,10,5,16,4,1,FROSINONE,away,0,0,4,9,4,10,0,0,0,0,18,20,3,4,35,2,0,16,13,2,2,0,0,24,22,13,22,5,0,50%,50%,0,0,PALERMO,2015-16,5,12,3,7,0,0,0,0,2,5,2,2,0,0,0,0
3,2,1,2,5,2,6,2,10,11,CHIEVOVERONA,home,1,0,8,6,4,2,0,0,1,0,18,10,0,3,35,1,0,21,17,6,4,1,0,33,42,30,22,3,6,47%,53%,0,0,ATALANTA,2015-16,11,8,3,5,0,1,0,1,8,3,5,1,0,0,1,0
2,3,2,1,2,5,2,6,11,10,ATALANTA,away,0,1,6,8,2,4,0,0,0,1,10,18,3,0,35,0,1,17,21,4,6,0,1,42,33,22,30,6,3,53%,47%,0,0,CHIEVOVERONA,2015-16,8,11,5,3,1,0,1,0,3,8,1,5,0,0,0,1
1,2,2,1,9,8,10,6,16,6,GENOA,home,0,0,7,3,6,7,0,0,0,0,17,14,2,3,35,2,0,30,9,5,2,0,0,37,44,30,25,3,4,41%,59%,0,0,BOLOGNA,2015-16,8,4,2,1,0,0,0,0,6,3,5,3,0,0,0,0
2,1,1,2,8,9,6,10,6,16,BOLOGNA,away,0,0,3,7,7,6,0,0,0,0,14,17,3,2,35,0,2,9,30,2,5,0,0,44,37,25,30,4,3,59%,41%,0,0,GENOA,2015-16,4,8,1,2,0,0,0,0,3,6,3,5,0,0,0,0
2,6,1,2,6,9,7,13,5,8,LAZIO,home,0,1,4,12,7,10,0,0,0,0,13,9,0,0,35,2,1,19,7,10,8,1,0,39,43,14,20,3,5,42%,58%,0,1,SAMPDORIA,2015-16,10,10,3,6,1,0,0,0,7,4,4,3,0,2,0,0
6,2,2,1,9,6,13,7,8,5,SAMPDORIA,away,1,0,12,4,10,7,0,0,0,0,9,13,0,0,35,1,2,7,19,8,10,0,1,43,39,20,14,5,3,58%,42%,1,0,LAZIO,2015-16,10,10,6,3,0,1,0,0,4,7,3,4,2,0,0,0
2,1,3,4,8,6,4,8,15,16,SASSUOLO,home,0,1,4,4,9,4,0,0,0,0,7,18,2,1,35,1,3,31,23,12,11,1,0,32,33,32,37,3,3,50%,50%,0,0,TORINO,2015-16,12,10,7,4,1,0,2,2,5,6,5,4,0,0,0,0
1,2,4,3,6,8,8,4,16,15,TORINO,away,1,0,4,4,4,9,0,0,0,0,18,7,1,2,35,3,1,23,31,11,12,0,1,33,32,37,32,3,3,50%,50%,0,0,SASSUOLO,2015-16,10,12,4,7,0,1,2,2,6,5,4,5,0,0,0,0
1,3,1,2,6,4,8,5,9,4,JUVENTUS,home,3,4,5,3,12,4,0,0,0,0,14,11,1,4,35,1,2,12,12,10,5,2,0,22,28,22,19,0,9,55%,45%,1,0,FIORENTINA,2015-16,16,6,5,3,1,1,1,0,11,3,6,3,2,0,1,0
3,1,2,1,4,6,5,8,4,9,FIORENTINA,away,4,3,3,5,4,12,0,0,0,0,11,14,4,1,35,2,1,12,12,5,10,0,2,28,22,19,22,9,0,45%,55%,0,1,JUVENTUS,2015-16,6,16,3,5,1,1,0,1,3,11,3,6,0,2,0,1
2,4,3,0,14,6,6,18,10,12,NAPOLI,home,0,0,4,5,4,1,0,0,0,0,12,10,1,3,35,1,0,17,10,2,7,0,0,46,45,36,34,5,1,48%,52%,0,0,ROMA,2015-16,4,9,2,4,0,0,0,0,2,5,0,3,0,0,0,1
4,2,0,3,6,14,18,6,12,10,ROMA,away,0,0,5,4,1,4,0,0,0,0,10,12,3,1,35,0,1,10,17,7,2,0,0,45,46,34,36,1,5,52%,48%,0,0,NAPOLI,2015-16,9,4,4,2,0,0,0,0,5,2,3,0,0,0,1,0
1,2,3,1,7,6,9,3,14,15,MILAN,home,0,0,13,6,9,6,0,0,0,0,8,16,1,10,35,2,1,11,6,14,9,0,0,24,44,13,10,4,9,42%,58%,1,0,HELLAS VERONA,2015-16,14,10,3,4,0,1,0,0,11,6,9,5,2,0,0,0
2,1,1,3,6,7,3,9,15,14,HELLAS VERONA,away,0,0,6,13,6,9,0,0,0,0,16,8,10,1,35,1,2,6,11,9,14,0,0,44,24,10,13,9,4,58%,42%,0,1,MILAN,2015-16,10,14,4,3,1,0,0,0,6,11,5,9,0,2,0,0
3,4,1,2,14,4,9,10,4,1,EMPOLI,home,0,0,7,3,10,3,1,0,0,1,14,22,3,1,35,1,0,11,11,5,3,1,0,31,30,24,22,3,2,44%,56%,0,0,CARPI,2015-16,11,6,7,3,0,0,0,0,4,3,4,2,0,0,0,0
4,3,2,1,4,14,10,9,1,4,CARPI,away,0,0,3,7,3,10,0,1,1,0,22,14,1,3,35,0,1,11,11,3,5,0,1,30,31,22,24,2,3,56%,44%,0,0,EMPOLI,2015-16,6,11,3,7,0,0,0,0,3,4,2,4,0,0,0,0
2,2,1,0,3,7,6,4,18,18,TORINO,home,0,0,8,4,13,3,0,0,0,0,9,11,0,4,36,1,5,16,26,11,10,0,0,26,25,25,25,1,4,43%,57%,0,0,UDINESE,2015-16,11,10,6,4,0,0,0,0,5,6,3,6,0,0,0,0
2,2,0,1,7,3,4,6,18,18,UDINESE,away,0,0,4,8,3,13,0,0,0,0,11,9,4,0,36,5,1,26,16,10,11,0,0,25,26,25,25,4,1,57%,43%,0,0,TORINO,2015-16,10,11,4,6,0,0,0,0,6,5,6,3,0,0,0,0
4,4,2,1,3,8,9,6,12,25,FIORENTINA,home,0,0,2,6,7,5,0,0,0,0,11,20,1,0,36,0,0,15,10,6,12,1,1,32,35,14,7,6,4,43%,57%,0,0,CHIEVOVERONA,2015-16,7,17,2,10,0,0,0,0,5,7,3,2,0,3,0,0
4,4,1,2,8,3,6,9,25,12,CHIEVOVERONA,away,0,0,6,2,5,7,0,0,0,0,20,11,0,1,36,0,0,10,15,12,6,1,1,35,32,7,14,4,6,57%,43%,0,0,FIORENTINA,2015-16,17,7,10,2,0,0,0,0,7,5,2,3,3,0,0,0
6,2,4,1,7,1,5,1,11,7,CARPI,home,0,0,5,2,10,0,0,0,0,0,11,17,1,0,36,2,0,10,14,8,4,0,0,30,23,20,29,2,1,72%,28%,0,0,JUVENTUS,2015-16,11,8,8,6,0,1,2,0,3,2,2,1,0,0,0,0
2,6,1,4,1,7,1,5,7,11,JUVENTUS,away,0,0,2,5,0,10,0,0,0,0,17,11,0,1,36,0,2,14,10,4,8,0,0,23,30,29,20,1,2,28%,72%,0,0,CARPI,2015-16,8,11,6,8,1,0,0,2,2,3,1,2,0,0,0,0
0,2,1,1,5,2,9,9,1,7,BOLOGNA,home,0,0,0,3,2,0,0,0,0,0,13,7,5,3,36,0,0,4,18,1,1,0,0,26,25,27,27,6,1,55%,45%,0,0,EMPOLI,2015-16,3,11,2,5,1,0,0,0,1,6,1,2,0,0,0,0
2,0,1,1,2,5,9,9,7,1,EMPOLI,away,0,0,3,0,0,2,0,0,0,0,7,13,3,5,36,0,0,18,4,1,1,0,0,25,26,27,27,1,6,45%,55%,0,0,BOLOGNA,2015-16,11,3,5,2,0,1,0,0,6,1,2,1,0,0,0,0
2,7,3,1,16,3,9,6,21,11,FROSINONE,home,1,3,12,2,16,2,0,0,0,0,16,21,2,3,36,3,3,9,32,16,4,1,0,26,26,18,18,2,9,66%,34%,2,0,MILAN,2015-16,19,7,7,2,0,0,5,0,12,5,8,2,2,1,1,0
7,2,1,3,3,16,6,9,11,21,MILAN,away,3,1,2,12,2,16,0,0,0,0,21,16,3,2,36,3,3,32,9,4,16,0,1,26,26,18,18,9,2,34%,66%,0,2,FROSINONE,2015-16,7,19,2,7,0,0,0,5,5,12,2,8,1,2,0,1
1,5,3,1,3,3,9,6,7,4,SAMPDORIA,home,2,1,3,5,9,8,0,0,0,0,22,20,4,3,36,2,0,25,18,4,4,0,0,21,36,23,18,3,3,44%,56%,0,0,PALERMO,2015-16,7,7,3,3,1,0,0,1,4,4,4,3,0,0,0,0
5,1,1,3,3,3,6,9,4,7,PALERMO,away,1,2,5,3,8,9,0,0,0,0,20,22,3,4,36,0,2,18,25,4,4,0,0,36,21,18,23,3,3,56%,44%,0,0,SAMPDORIA,2015-16,7,7,3,3,0,1,1,0,4,4,3,4,0,0,0,0
0,1,2,2,5,8,2,6,9,5,HELLAS VERONA,home,0,0,2,9,2,5,0,0,0,0,21,11,4,2,36,1,0,18,16,3,2,0,0,37,31,20,32,2,0,56%,44%,0,0,SASSUOLO,2015-16,4,11,3,9,0,0,0,0,1,2,0,1,0,0,0,0
1,0,2,2,8,5,6,2,5,9,SASSUOLO,away,0,0,9,2,5,2,0,0,0,0,11,21,2,4,36,0,1,16,18,2,3,0,0,31,37,32,20,0,2,44%,56%,0,0,HELLAS VERONA,2015-16,11,4,9,3,0,0,0,0,2,1,1,0,0,0,0,0
5,0,3,1,9,8,2,10,7,6,INTER,home,0,0,1,5,7,11,0,1,0,0,10,16,3,1,36,2,0,23,6,7,7,0,0,41,51,26,21,4,2,49%,51%,1,0,LAZIO,2015-16,7,8,3,4,1,0,0,2,4,4,3,1,1,1,0,0
0,5,1,3,8,9,10,2,6,7,LAZIO,away,0,0,5,1,11,7,1,0,0,0,16,10,1,3,36,0,2,6,23,7,7,0,0,51,41,21,26,2,4,51%,49%,0,1,INTER,2015-16,8,7,4,3,0,1,2,0,4,4,1,3,1,1,0,0
3,3,3,5,2,9,7,9,14,28,ROMA,home,1,0,6,9,7,9,0,0,0,0,10,8,2,6,36,2,3,14,8,9,12,0,0,31,36,10,17,6,2,40%,60%,0,0,GENOA,2015-16,12,18,8,9,0,0,0,0,4,9,3,4,0,2,0,0
3,3,5,3,9,2,9,7,28,14,GENOA,away,0,1,9,6,9,7,0,0,0,0,8,10,6,2,36,3,2,8,14,12,9,0,0,36,31,17,10,2,6,60%,40%,0,0,ROMA,2015-16,18,12,9,8,0,0,0,0,9,4,4,3,2,0,0,0
0,2,9,1,11,6,10,10,22,7,ATALANTA,home,1,2,5,3,8,7,0,0,0,0,9,13,5,2,36,2,1,10,24,16,2,1,0,42,40,27,27,1,8,57%,43%,0,0,NAPOLI,2015-16,16,4,5,2,0,0,0,0,11,2,7,2,0,0,0,0
2,0,1,9,6,11,10,10,7,22,NAPOLI,away,2,1,3,5,7,8,0,0,0,0,13,9,2,5,36,1,2,24,10,2,16,0,1,40,42,27,27,8,1,43%,57%,0,0,ATALANTA,2015-16,4,16,2,5,0,0,0,0,2,11,2,7,0,0,0,0
3,1,4,1,7,3,3,6,5,7,EMPOLI,home,1,0,4,8,4,8,0,0,0,0,11,15,5,3,37,2,1,19,7,8,4,0,0,34,39,28,24,2,3,47%,53%,0,0,INTER,2015-16,8,9,3,6,0,1,0,2,5,3,4,3,0,0,0,1
1,3,1,4,3,7,6,3,7,5,INTER,away,0,1,8,4,8,4,0,0,0,0,15,11,3,5,37,1,2,7,19,4,8,0,0,39,34,24,28,3,2,53%,47%,0,0,EMPOLI,2015-16,9,8,6,3,1,0,2,0,3,5,3,4,0,0,1,0
3,5,0,1,6,9,8,8,9,26,MILAN,home,0,0,5,9,8,7,1,0,0,0,17,9,2,2,37,0,1,22,21,5,11,0,0,33,34,29,34,4,1,41%,59%,0,1,BOLOGNA,2015-16,5,9,4,4,0,0,1,0,1,5,1,3,0,1,0,0
5,3,1,0,9,6,8,8,26,9,BOLOGNA,away,0,0,9,5,7,8,0,1,0,0,9,17,2,2,37,1,0,21,22,11,5,0,0,34,33,34,29,1,4,59%,41%,1,0,MILAN,2015-16,9,5,4,4,0,0,0,1,5,1,3,1,1,0,0,0
1,3,4,3,7,3,12,4,9,6,CHIEVOVERONA,home,2,2,7,2,8,5,0,0,0,0,7,13,2,2,37,3,0,11,27,10,6,0,1,26,28,23,19,6,8,61%,39%,0,0,ROMA,2015-16,17,10,6,3,0,0,0,1,11,7,8,3,0,1,1,0
3,1,3,4,3,7,4,12,6,9,ROMA,away,2,2,2,7,5,8,0,0,0,0,13,7,2,2,37,0,3,27,11,6,10,1,0,28,26,19,23,8,6,39%,61%,0,0,CHIEVOVERONA,2015-16,10,17,3,6,0,0,1,0,7,11,3,8,1,0,0,1
1,2,0,0,3,2,2,6,5,3,UDINESE,home,0,0,3,0,11,5,0,0,0,0,16,11,1,2,37,1,1,10,21,4,3,0,0,24,12,9,15,1,1,57%,43%,1,0,ATALANTA,2015-16,4,4,2,2,0,0,0,0,2,2,2,2,1,0,0,0
2,1,0,0,2,3,6,2,3,5,ATALANTA,away,0,0,0,3,5,11,0,0,0,0,11,16,2,1,37,1,1,21,10,3,4,0,0,12,24,15,9,1,1,43%,57%,0,1,UDINESE,2015-16,4,4,2,2,0,0,0,0,2,2,2,2,0,1,0,0
5,2,3,2,15,5,3,8,28,16,LAZIO,home,1,1,9,5,7,5,0,1,0,1,8,19,0,1,37,1,3,8,9,17,8,2,1,38,33,14,10,2,8,54%,46%,2,0,CARPI,2015-16,22,11,11,3,1,0,0,0,11,8,5,8,3,0,0,0
2,5,2,3,5,15,8,3,16,28,CARPI,away,1,1,5,9,5,7,1,0,1,0,19,8,1,0,37,3,1,9,8,8,17,1,2,33,38,10,14,8,2,46%,54%,0,2,LAZIO,2015-16,11,22,3,11,0,1,0,0,8,11,8,5,0,3,0,0
3,4,1,0,17,4,13,5,6,2,PALERMO,home,0,0,7,1,15,6,0,0,0,0,16,16,1,2,37,0,0,3,32,13,2,1,0,42,34,19,20,0,5,60%,40%,0,0,FIORENTINA,2015-16,14,2,8,2,2,0,2,1,6,0,5,0,1,0,1,0
4,3,0,1,4,17,5,13,2,6,FIORENTINA,away,0,0,1,7,6,15,0,0,0,0,16,16,2,1,37,0,0,32,3,2,13,0,1,34,42,20,19,5,0,40%,60%,0,0,PALERMO,2015-16,2,14,2,8,0,2,1,2,0,6,0,5,0,1,0,1
4,4,0,1,4,8,3,5,8,6,SASSUOLO,home,1,3,2,8,7,10,0,0,0,0,19,16,3,2,37,0,1,22,26,7,7,2,0,25,28,18,18,4,4,39%,61%,0,0,FROSINONE,2015-16,15,12,9,7,0,0,3,1,6,5,2,2,1,1,0,0
4,4,1,0,8,4,5,3,6,8,FROSINONE,away,3,1,8,2,10,7,0,0,0,0,16,19,2,3,37,1,0,26,22,7,7,0,2,28,25,18,18,4,4,61%,39%,0,0,SASSUOLO,2015-16,12,15,7,9,0,0,1,3,5,6,2,2,1,1,0,0
5,4,2,3,8,7,3,6,17,23,GENOA,home,0,1,4,4,5,9,0,0,0,0,20,20,1,0,37,0,3,28,24,11,15,1,0,38,25,29,28,5,3,55%,45%,0,0,SAMPDORIA,2015-16,11,15,7,7,1,0,0,0,4,8,3,4,0,0,0,0
4,5,3,2,7,8,6,3,23,17,SAMPDORIA,away,1,0,4,4,9,5,0,0,0,0,20,20,0,1,37,3,0,24,28,15,11,0,1,25,38,28,29,3,5,45%,55%,0,0,GENOA,2015-16,15,11,7,7,0,1,0,0,8,4,4,3,0,0,0,0
3,2,3,4,7,10,6,3,4,10,JUVENTUS,home,0,0,3,6,2,6,0,1,0,0,13,20,1,3,37,2,1,27,6,4,7,1,1,26,46,27,26,4,2,42%,58%,1,1,HELLAS VERONA,2015-16,8,13,3,8,0,0,0,1,5,5,4,3,1,2,0,0
2,3,4,3,10,7,3,6,10,4,HELLAS VERONA,away,0,0,6,3,6,2,1,0,0,0,20,13,3,1,37,1,2,6,27,7,4,1,1,46,26,26,27,2,4,58%,42%,1,1,JUVENTUS,2015-16,13,8,8,3,0,0,1,0,5,5,3,4,2,1,0,0
3,1,1,5,7,7,6,3,5,18,NAPOLI,home,0,0,1,3,5,2,1,0,0,0,4,21,3,3,37,1,2,7,9,2,10,0,1,37,48,13,14,5,1,41%,59%,0,0,TORINO,2015-16,3,13,1,5,0,0,0,0,2,8,2,6,0,1,0,0
1,3,5,1,7,7,3,6,18,5,TORINO,away,0,0,3,1,2,5,0,1,0,0,21,4,3,3,37,2,1,9,7,10,2,1,0,48,37,14,13,1,5,59%,41%,0,0,NAPOLI,2015-16,13,3,5,1,0,0,0,0,8,2,6,2,1,0,0,0
3,1,5,0,9,0,14,2,24,7,SAMPDORIA,home,0,0,13,2,8,2,0,0,0,1,4,14,3,0,38,5,0,8,30,20,4,2,0,22,26,33,20,2,7,70%,30%,1,0,JUVENTUS,2015-16,21,5,7,3,0,0,0,0,14,2,7,0,1,0,0,0
1,3,0,5,0,9,2,14,7,24,JUVENTUS,away,0,0,2,13,2,8,0,0,1,0,14,4,0,3,38,0,5,30,8,4,20,0,2,26,22,20,33,7,2,30%,70%,0,1,SAMPDORIA,2015-16,5,21,3,7,0,0,0,0,2,14,0,7,0,1,0,0
4,0,2,7,2,7,7,3,4,7,ROMA,home,0,2,4,1,4,4,0,0,0,0,7,12,3,4,38,1,3,14,6,6,12,0,0,28,35,31,16,6,4,45%,55%,0,0,MILAN,2015-16,12,13,7,4,0,0,2,0,5,9,3,8,1,1,0,0
0,4,7,2,7,2,3,7,7,4,MILAN,away,2,0,1,4,4,4,0,0,0,0,12,7,4,3,38,3,1,6,14,12,6,0,0,35,28,16,31,4,6,55%,45%,0,0,ROMA,2015-16,13,12,4,7,0,0,0,2,9,5,8,3,1,1,0,0
1,1,8,0,5,1,8,1,23,5,FROSINONE,home,0,0,16,0,4,1,0,0,0,1,5,8,3,3,38,4,0,1,20,19,4,1,1,16,21,20,8,2,9,75%,25%,0,0,NAPOLI,2015-16,25,5,11,2,1,0,0,0,14,3,11,2,0,1,0,0
1,1,0,8,1,5,1,8,5,23,NAPOLI,away,0,0,0,16,1,4,0,0,1,0,8,5,3,3,38,0,4,20,1,4,19,1,1,21,16,8,20,9,2,25%,75%,0,0,FROSINONE,2015-16,5,25,2,11,0,1,0,0,3,14,2,11,1,0,0,0
3,4,1,0,4,8,4,3,8,9,INTER,home,0,0,5,7,6,7,0,0,0,1,9,9,3,7,38,3,1,11,11,7,6,0,0,37,35,16,19,4,0,48%,52%,0,0,SASSUOLO,2015-16,9,9,6,4,0,1,0,0,3,5,2,5,0,0,0,0
